case_id,sample_universe,human_correct_status,human_rationale,confidence,review_seconds,reviewed_at_iso,rubric_version
D088,main,pass,"[Sub-criteria check]
- ✓ Processes used to track effectiveness: The evidence describes regular internal audits of HSE management systems and routine external auditor reviews to identify improvement areas.
- ✓ Governance process: The HSSE Committee was established to ensure transparent HSE data reporting, standardize incident notifications, share best practices, identify and address HSE issues, implement prevention measures, and track progress toward HSE goals.
- ✓ Coverage/control context: The evidence states that 100% of contractors, employees, and workers were covered by the OHS system and that contractor/supplier issues are jointly reviewed by SHE, Compliance, Technical, and Supplier Pre-qualification representatives.
- ✓ Specificity: The processes are specific and directly linked to tracking HSE effectiveness.",high,52.5,2026-05-12T15:53:45,v2
D013,main,partial,"[Sub-criteria check]
- ✓ Differences across disclosures/material topics: The evidence explicitly states that Surat Thani Oil Depot is included for some topics/disclosures, such as energy, Scope 2 GHG emissions, supply chain, and Diversity and Equal Opportunity, but excluded for others, such as Scope 1 and 3 GHG emissions, GHG reduction, air emissions, water, waste, spills, emergency preparedness, and OHS.
- ✓ Boundary information: The evidence identifies specific operational entities and topic-specific reporting boundaries.
- ✗ Consolidation approach: The evidence does not fully explain the overall approach used to consolidate information across multiple entities.
- ✗ Systematic explanation: The evidence gives examples of exclusions and inclusions but does not provide a comprehensive explanation of whether and how the consolidation approach differs across all disclosures and material topics.",medium,103.5,2026-05-12T15:55:29,v2
D017,main,partial,"[Sub-criteria check]
- ✓ Some assurance-related scope: The evidence appears to indicate assurance for Scope 1/2 emissions.
- ✓ Reporting basis/context: The report states that it was prepared in accordance with GRI 2021 Universal Standards, GRI Oil and Gas Sector Standards, and IPIECA guidance.
- ✗ Assurance standards used: The evidence does not identify the assurance standard, such as ISAE 3000 or AA1000AS.
- ✗ Level of assurance: The evidence does not state whether the assurance was limited, reasonable, or another level.
- ✗ Limitations: The evidence does not describe any limitations of the assurance process.",medium,44.7,2026-05-12T15:56:14,v2
D091,main,partial,"[Sub-criteria check]
- ✓ Effectiveness/results of actions: The evidence reports a 14% global new hire rate, 12% turnover, 407 full-time employees, 3,252 training days, an average of eight training days or 64 hours per employee, and 100% performance and career development reviews.
- ✓ Talent development indicators: The evidence describes annual talent reviews, succession planning, IDPs, performance management integration, and the 70-20-10 learning model.
- ✓ Some goal/target language: The evidence mentions maintaining younger employees’ share of new hires above 20%.
- ✗ Progress toward stated targets: The evidence does not report actual performance against the >20% younger-new-hire target, nor does it provide explicit targets for new hire rate, turnover, training days, or review completion.",high,59.1,2026-05-12T15:57:13,v2
D129,main,partial,"[Sub-criteria check]
- ✓ Water interaction topic mentioned: The evidence states that water management is an essential part of operations and that Bapco monitors consumption.
- ✓ Some withdrawal/consumption context: The evidence references 2024 water withdrawal and water consumption data from Bapco Refining, Bapco Upstream, Bapco Gas, and Bapco Gas Expansion.
- ✓ Some discharge context: The evidence mentions effluent treatment processes meeting local authority requirements.
- ✗ How and where water is withdrawn: The evidence does not describe water sources or withdrawal locations.
- ✗ How and where water is consumed/discharged: The evidence does not provide specific consumption or discharge locations or mechanisms.
- ✗ Water-related impacts: The evidence does not describe water-related impacts caused, contributed to, or directly linked to Bapco’s operations, products, services, or business relationships.",high,40.1,2026-05-12T15:57:53,v2
D020,main,partial,"[Sub-criteria check]
- ✓ Value chain / operational flow: The evidence describes production fluid transport, oil separation, gas recycling, processing at Das Island, pipeline transport, vessel export to Japan, and downstream processing/refining.
- ✓ Downstream relationship: The evidence identifies UPD as both sole shareholder and customer and describes a “unique downstream supply chain.”
- ✗ Supply chain in terms of suppliers/procurement: The evidence does not describe upstream suppliers, procurement categories, key inputs, or supplier relationships.
- ✗ Full supply chain description: The evidence mainly describes production/export logistics and customer/shareholder structure, not the organization’s supply chain as required.",medium,48.3,2026-05-12T15:58:41,v2
D095,main,pass,"[Sub-criteria check]
- ✓ Actions to manage the topic: The evidence describes increasing refinery capacity, improving refinery operational efficiency, optimizing product yield and GRM, diversifying products, improving logistics efficiency, expanding pipeline utilization, and expanding the service station network.
- ✓ Preventing/mitigating potential negative impacts: These actions address potential energy accessibility and security risks, including supply constraints, affordability pressures, and inefficient resource management.
- ✓ Topic linkage: The evidence explicitly links these efforts to addressing the Energy Trilemma: Energy Security, Energy Affordability, and Environmental Sustainability.
- ✓ Specificity: Quantified and concrete actions are provided, such as combined refinery capacity of 294,000 barrels/day, Bangchak Sriracha refinery capacity of 155,000 barrels/day, target refining of 280,000 barrels/day in 2025, over 2,400 service stations by 2030, and THB 6,071 million realized benefits from synergy projects.",high,95.2,2026-05-12T16:00:16,v2
D103,main,partial,"[Sub-criteria check]
- ✓ Some baseline/comparison information: The evidence reports that total Scope 1 and 2 emissions declined by 36.5% from 378,180, indicating a comparison baseline.
- ✗ Clear base year or baseline disclosure: The evidence does not clearly state the base year or fully define the baseline used for the reduction calculation.
- ✗ Rationale for choosing the base year/baseline: The evidence does not explain why that base year or baseline was selected.",high,85.6,2026-05-12T16:01:42,v2
D089,main,partial,"[Sub-criteria check]
- ✓ Effectiveness/progress indicators: The evidence reports that OKQ8 became an EcoVadis Gold Medallist, ranked among the top 5% of assessed companies, and assessed 53% of risk suppliers through EcoVadis.
- ✓ Relevant supplier social assessment framework: EcoVadis is used to assess supplier sustainability performance across labour, human rights, ethics, environment, and sustainable procurement.
- ✓ Related objectives: The evidence states objectives such as fostering ethical and socially responsible procurement practices and assessing/developing suppliers’ ESG performance.
- ✗ Progress against explicit goals/targets: The evidence does not provide clear target values or deadlines, such as a target percentage of suppliers to assess or a target supplier performance level.
- ✗ Full effectiveness evaluation: The evidence reports outputs and ratings, but does not clearly evaluate whether defined supplier social assessment targets were met.",high,46.1,2026-05-12T16:02:28,v2
D092,main,pass,"[Sub-criteria check]
- ✓ Processes used to track effectiveness: The evidence describes a comprehensive risk management framework and rigorous internal control system to ensure the effectiveness of compliance efforts.
- ✓ Financial transparency controls: Energean maintains a Tax Policy and process manual, a strong control framework, Board updates on tax matters, public disclosure of payments to governments, external audits, and IFRS-aligned reviews.
- ✓ Supply chain/business partner monitoring: Supplier and contractor prequalification, selection, evaluation protocols, ERM support, and HSE questionnaires are used to assess performance on H&S, environmental management, human rights, labour standards, business ethics, and compliance.
- ✓ Compliance monitoring: The Environmental Management System includes continuous monitoring of legislative developments to ensure compliance.",high,67.7,2026-05-12T16:03:36,v2
D009,main,partial,"[Sub-criteria check]
- ✗ Total number of non-employee workers: The evidence does not report the total number of workers who are not employees and whose work is controlled by HPCL.
- ✓ Types of workers: The evidence mentions fixed-term research associates, project associates, and contract workforce.
- ✓ Contractual relationship: The evidence states that contract workforce is engaged through contractors for non-core activities at HPCL locations.
- ✗ Full requirement coverage: The required total number is missing.",high,49.0,2026-05-12T16:04:25,v2
D114,main,pass,"[Sub-criteria check]
- ✓ Functions contributing to hazard identification and risk minimization: The evidence describes systematic hazard identification, regular risk assessments across offices, vessels, and operational areas, preventive measures, emergency response planning, HSE guidelines, PPE, and corrective actions.
- ✓ Quality assurance: The evidence states that procedures are aligned with international standards and national legislation, risk assessments are regularly updated, quarterly inspections are conducted, training is delivered by qualified external providers, and training effectiveness is evaluated through course evaluation forms.
- ✓ Worker access: The evidence states that training is delivered during working hours and at no cost, covering both shore-based and onboard personnel.
- ✓ Specificity: The evidence identifies concrete mechanisms such as Floor Safety Officers, formal Risk Management Procedure, HSE Guidelines, quarterly inspections, annual reassessment of training needs, and qualified external training providers.",high,44.8,2026-05-12T16:05:10,v2
D119,main,no_evidence,"[Sub-criteria check]
- ✗ Disability and invalidity coverage: The evidence does not explicitly mention disability or invalidity coverage.
- ✗ Full-time exclusivity: The evidence does not state that any disability/invalidity benefit is standard for full-time employees but not provided to temporary or part-time employees.
- ✗ Significant locations of operation: The evidence does not provide the required location-based breakdown.
- ✓ General benefits context: The evidence mentions benefits based on employee category, including health and life insurance, wellness programs, critical illness, education assistance, travel allowances, bonuses, savings plans, and housing loans.",high,102.5,2026-05-12T16:06:52,v2
D043,main,partial,"[Sub-criteria check]
- ✓ Privacy management actions are described: The evidence describes the Data Protection Policy, DPIA Procedure, Data Subject Request Management Procedure, Consent Management Procedure, Data Breach Management Procedure, and Privacy by Design and by Default instructions.
- ✓ Some effectiveness indicator: The evidence appears to report zero data leaks and no substantiated privacy complaints, which can indicate effectiveness.
- ✓ Implementation progress: GDPR training was conducted, Data Minimization and Data Deletion Operating Instructions were approved and launched, and DPAs were expanded.
- ✗ Progress toward goals and targets: The evidence does not state specific privacy goals or targets against which progress is evaluated.",medium,48.2,2026-05-12T16:07:40,v2
D116,main,pass,"[Sub-criteria check]
- ✓ Whether workers are excluded: The evidence states that 100% of the Company's contractors, employees, and workers were covered by Bapco Energies’ OHS system.
- ✓ Reported non-existence of exclusions: Since coverage is 100%, this indicates that no workers were excluded.
- ✓ Specificity: The evidence explicitly includes contractors, employees, and workers.
- ✓ Reason for exclusion: Not applicable, because the evidence indicates full coverage and no exclusions.",medium,58.4,2026-05-12T16:08:39,v2
D008,main,no_evidence,"[Sub-criteria check]
- ✗ Whether critical concerns are communicated to the highest governance body: The evidence does not explicitly state that critical concerns are communicated to the Board or highest governance body.
- ✗ How critical concerns are communicated: No reporting channel, escalation process, frequency, or mechanism to the highest governance body is described.
- ✓ Related governance/compliance context: The evidence describes corruption risk assessments, preventive vigilance, enforcement outcomes, grievance redressal, and anti-corruption policies communicated across governance levels.
- ✗ Directness: Communicating policies to governance levels is not the same as communicating critical concerns to the highest governance body.",high,44.9,2026-05-12T16:09:23,v2
D145,main,pass,"[Sub-criteria check]
- ✓ Reversibility considered: The evidence states that impacts across construction, operation, and abandonment phases are evaluated based on magnitude, likelihood, and reversibility.
- ✓ Significant impact status: The evidence explicitly reports that no significant impacts on biodiversity, habitats, or ecosystems have been observed or predicted for currently operated assets.
- ✓ Biodiversity context: The evidence references biodiversity monitoring and identifies species in operational areas, including critically endangered, endangered, vulnerable, near-threatened, and least-concern species.
- ✓ Reported non-existence: Since no significant biodiversity impacts were observed or predicted, there are no significant impacts requiring further reversibility characterization.",high,47.0,2026-05-12T16:10:10,v2
D048,main,pass,"[Sub-criteria check]
- ✓ Processes used to track effectiveness: The evidence describes tax control self-assessment, tax health checks, tax risk assessments, and transfer pricing governance assessments.
- ✓ Governance and review: The tax policy is approved by senior leadership and the Sustainability and Corporate Governance Committee, publicly announced, implemented across the Group, and reviewed annually.
- ✓ Compliance monitoring: The evidence describes assessment of compliance with transfer pricing laws and adherence to relevant tax laws, announcements, and orders.
- ✓ Specificity: The processes are concrete and directly linked to tax transparency, tax reporting, tax risk management, and government-related tax obligations.",high,38.5,2026-05-12T16:10:49,v2
D093,main,pass,"[Sub-criteria check]
- ✓ Actions to manage the topic: The evidence describes the Women@OQ platform, which supports women’s skill development, leadership, career advancement, and life satisfaction.
- ✓ Prevention/mitigation of potential negative impacts: The initiative aims to create an inclusive environment, ensure equal opportunities, embrace diverse perspectives, and address challenges women face in work-life harmony.
- ✓ Specific actions: In 2023, Women@OQ undertook panel discussions addressing misconceptions, empowerment, and practical support systems.
- ✓ Topic linkage: The actions are directly linked to Diversity, Equity, and Inclusion.",high,41.5,2026-05-12T16:11:30,v2
D101,main,no_evidence,"[Sub-criteria check]
- ✗ Third-party partnerships for habitat protection/restoration: The evidence does not explicitly describe partnerships with third parties to protect or restore habitat areas.
- ✗ Distinct habitat areas: The evidence does not identify habitat areas distinct from HPCL’s own operational areas where third-party protection or restoration is undertaken.
- ✓ Related biodiversity actions: HPCL reports adopting endangered animals at Himalayan Zoological Park and Sanjay Gandhi National Park and maintaining green belts/native species around operational areas.
- ✗ Directness: Animal adoption and green belt maintenance are biodiversity-related, but they do not directly satisfy the requirement about third-party partnerships for habitat area protection or restoration.",high,98.4,2026-05-12T16:13:09,v2
D021,main,partial,"[Sub-criteria check]
- ✓ Public availability stated: The evidence states that all policies are available on the Group’s website and posted across office premises.
- ✓ Explanation for non-public policy: The evidence explains that one policy is not publicly available because it relates to internal operations, while remaining available through the internal portal and reflected in the Code of Business Conduct and Ethics for Business Associates.
- ✗ Links to publicly available policies: The evidence does not provide actual links or URLs to the publicly available policy commitments.
- ✗ Full coverage of all policy commitments: The evidence does not clearly provide links or availability details for each specific policy commitment.",high,34.9,2026-05-12T16:13:44,v2
D133,main,pass,"[Sub-criteria check]
- ✓ VOC emissions disclosed: The evidence reports VOC emissions of 177.5 tons.
- ✓ Unit provided: Tons are an acceptable multiple of kilograms.
- ✓ Topic relevance: The evidence is under air quality management and explicitly refers to VOCs as one of the monitored atmospheric pollutants.
- ✓ Specificity: The disclosure provides a quantitative VOC emissions figure.",high,73.9,2026-05-12T16:14:58,v2
D074,main,partial,"[Sub-criteria check]
- ✓ Some effectiveness tracking context: The evidence states that OKQ8 tested various biodiversity methods over 1.5 years to identify practices that contribute to biodiversity.
- ✓ Some results from tracking/testing: The evidence reports that the most favorable test results came from allowing flora to grow naturally.
- ✓ Quantified implementation output: The evidence reports 17 local biodiversity initiatives, including three in Sweden and 14 in Denmark.
- ✗ Formal process for tracking effectiveness: The evidence does not describe a structured monitoring process, indicators, frequency, responsibilities, or evaluation methodology for biodiversity action effectiveness.",medium,137.1,2026-05-12T16:17:15,v2
D126,main,pass,"[Sub-criteria check]
- ✓ Total weight of waste generated: The evidence reports total recorded waste of 1,777 tons in 2024.
- ✓ Unit provided: The waste amount is reported in tons, which satisfies the metric tons requirement.
- ✓ Breakdown by composition: The evidence breaks down total waste into hazardous waste of 1,427 tons and non-hazardous waste of 350 tons.
- ✓ Specificity: The figures are quantitative and directly tied to the reporting year.",high,57.5,2026-05-12T16:18:12,v2
D100,main,partial,"[Sub-criteria check]
- ✓ Some review/improvement process: The evidence states that Bangchak conducts human rights impact assessments and reviews processes to improve and minimize the chances of violations.
- ✓ Some incorporation into procedures/policies: Human rights risk assessment topics were included in the Supplier Code of Conduct, and a comprehensive HRDD manual was developed to establish operational guidelines, responsibilities, remediation mechanisms, and prevention/mitigation measures.
- ✓ Topic relevance: The evidence includes targets of no harassment/discrimination complaints and no labor/human rights complaints.
- ✗ Specific lessons learned: The evidence does not explicitly identify lessons learned from tracking the effectiveness of non-discrimination and equal opportunity actions.
- ✗ Clear lesson-to-policy linkage: The evidence does not clearly explain how specific lessons learned were incorporated into operational policies or procedures.",medium,43.3,2026-05-12T16:18:56,v2
D138,main,pass,"[Sub-criteria check]
- ✓ Significant infrastructure investments/services identified: The evidence lists several supported projects, including cultural centres, waterfront development, park development, emergency/accident medical facilities, a chemical research laboratory, and environmental initiatives.
- ✓ Extent of development described: The evidence provides scope details, such as Dibba Waterfront spanning roughly 1,300 metres and including parking lots, gardens, pathways, jogging trails, and other amenities.
- ✓ Service/infrastructure functions described: The projects support cultural events, healthcare services, public spaces, education/research capacity, and environmental awareness.
- ✓ Specificity: The evidence names concrete projects and describes their intended facilities, functions, or amenities.",high,40.0,2026-05-12T16:19:36,v2
D053,main,pass,"[Sub-criteria check]
- ✓ Actions to manage the topic: The evidence describes the use of WRI Aqueduct Water Risk Atlas, local environmental data, water quality assessments, environmental impact assessments, and risk assessments.
- ✓ Actions to manage positive impacts: The evidence reports that 100% of freshwater consumption on the FPSO was derived from a desalination unit.
- ✓ Positive impacts described: Desalination reduces reliance on freshwater supply from shore, preserves local ecosystems, enhances operational flexibility, supports onboard operations, and ensures water quality consistency.
- ✓ Quantitative support: Water withdrawal and consumption decreased from 119,089 m3 to 118,355 m3 in 2024.",high,145.4,2026-05-12T16:22:01,v2
D018,main,pass,"[Sub-criteria check]
- ✓ Stakeholder engagement approach: The evidence describes stakeholder dialogues, active listening, partnerships, collaboration, and continuous supplier dialogues.
- ✓ Meaningfulness of engagement: The evidence states that stakeholder dialogues help OKQ8 understand stakeholder needs and requirements and align business with those needs.
- ✓ Integration into materiality process: Stakeholder insights are used to identify sustainability topics, and external experts and stakeholders assess and rank material topics.
- ✓ Link to decision-making: The materiality analysis informs sustainability strategy, focus areas, targets, resource commitments, actions, and progress tracking.",high,43.8,2026-05-12T16:22:45,v2
D067,main,partial,"[Sub-criteria check]
- ✓ Some effectiveness/progress indicators: The evidence reports improved cybersecurity maturity, 85% overall progress for Cybersecurity Capex projects, 3 projects live and 2 in progress, 76% employee completion of the Cybersecurity Awareness campaign, and a 4.7/5 satisfaction rating.
- ✓ Some tracking context: Cybersecurity projects, initiatives, and controls updates are regularly presented to executive management.
- ✗ Full material-topic coverage: The evidence mainly addresses cybersecurity rather than the broader topic of Agility, Innovation, and Digital Transformation.
- ✗ Progress toward digital transformation goals/targets: The evidence lists 2024 plans for AI video analytics, generative AI, Digital Twin, predictive maintenance, RPA, automation, and drones, but does not report actual effectiveness or progress against targets for these initiatives.
- ✗ Explicit goals/targets: The evidence does not clearly state defined goals or targets for the material topic and compare performance against them.",low,61.7,2026-05-12T16:23:46,v2
D128,main,no_evidence,"[Sub-criteria check]
- ✗ Electricity sold quantity: The evidence does not report the total electricity sold.
- ✗ Required unit: No joules, watt-hours, or multiples are provided for electricity sold.
- ✗ Reported non-existence: The evidence does not state that electricity sold was zero; it only says the sold quantity was excluded.
- ✓ Related energy context: The evidence reports total energy consumption and purchased electricity, but this is not the same as electricity sold.",high,44.0,2026-05-12T16:24:30,v2
D050,main,no_evidence,"[Sub-criteria check]
- ✗ Involvement in negative impacts: The evidence does not state whether OKQ8 is involved in negative impacts related to freedom of association or collective bargaining.
- ✗ Activities or business relationships described: The evidence does not describe specific activities or business relationships linked to negative impacts on freedom of association or collective bargaining.
- ✓ General value chain / supplier context: The evidence mentions supplier ESG assessment, high-risk supplier categories, due diligence processes, and protecting rights and well-being in the value chain.
- ✗ Topic-specific directness: These supplier and ESG references are not specifically tied to freedom of association or collective bargaining impacts.",high,42.2,2026-05-12T16:25:13,v2
D149,main,partial,"[Sub-criteria check]
- ✓ Hazard identification and risk assessment: The evidence describes annual and ad-hoc hazard identification, a permit-to-work system, two-step risk assessment, toolbox talks, and quantification of probability and severity.
- ✓ Some link to incidents: The evidence states that hazard identification and controls are performed ad-hoc when there are specific reasons, including accidents.
- ✓ Some OHS system improvement linkage: Risk assessment is reviewed periodically and ad-hoc and serves as an input to the system review performed twice a year.
- ✗ Incident investigation process: The evidence does not clearly describe the process used to investigate work-related incidents.
- ✗ Corrective actions using hierarchy of controls: The evidence does not explicitly state that corrective actions are determined using the hierarchy of controls.
- ✗ Full OHSMS improvement process from incidents: The evidence does not clearly explain how incident investigations determine needed improvements in the OHS management system.",medium,37.9,2026-05-12T16:25:51,v2
D099,main,no_evidence,"[Sub-criteria check]
- ✗ Actual negative impacts: The evidence does not identify any actual negative impacts related to freedom of association and collective bargaining.
- ✗ Actions to address actual negative impacts: No actions are described as responding to actual violations or harms on this topic.
- ✗ Remediation/cooperation in remediation: No remediation actions or cooperation in remediation are disclosed.
- ✓ Related due diligence context: EcoVadis supplier assessment and value chain ESG risk management are described.
- ✓ Reported absence in part of the supplier base: The evidence states that no violations of freedom of association and collective bargaining were found among tier 1 suppliers in EcoVadis.",high,140.6,2026-05-12T16:28:11,v2
D141,main,no_evidence,"[Sub-criteria check]
- ✗ Source of emission factors for NOx/SOx: The evidence does not specify emission factor sources for NOx, SOx, or other significant air emissions under GRI 305-7.
- ✓ GHG emission factor context: The evidence identifies IPCC software, IPIECA/IPCC guidelines, API 2009, and IPCC GWP values for GHG emissions.
- ✗ Requirement-specific directness: Sources for GHG emissions factors cannot be inferred as sources for NOx/SOx emission factors unless explicitly linked.
- ✗ Full requirement coverage: No NOx/SOx-specific methodology or emission factor source is disclosed.",high,36.4,2026-05-12T16:28:48,v2
D025,main,partial,"[Sub-criteria check]
- ✓ Supply chain mentioned: The evidence states that Island Oil manages its supply chain efficiently and responsibly.
- ✓ Value chain scope mentioned: The evidence says the approach extends across the entire value chain, from sourcing to delivery.
- ✓ Business relationship context: The evidence refers to customers, business associates, compliance expectations, and responsible conduct.
- ✗ Detailed supply chain description: The evidence does not describe specific supplier categories, procurement inputs, upstream/downstream entities, logistics structure, or key supply chain relationships.
- ✗ Full value chain detail: The disclosure is mostly high-level and lacks concrete details on the organization’s supply chain structure.",high,46.5,2026-05-12T16:29:34,v2
D015,main,partial,"[Sub-criteria check]
- ✓ Policy framework mentioned: The evidence describes Bangchak’s Sustainability Policy and states that it is based on global sustainability and social responsibility standards, including the UN Global Compact.
- ✓ Some human-rights-adjacent context: UNGC is a recognized international framework that includes human rights principles.
- ✗ Specific human rights commitment: The evidence does not clearly state a specific policy commitment to respect human rights.
- ✗ Internationally recognized rights covered: The evidence does not identify which internationally recognized human rights are covered by the commitment.",high,38.9,2026-05-12T16:30:13,v2
D014,main,pass,"[Sub-criteria check]
- ✓ Whether the Chair is also a senior executive: The evidence states that the Chair of the Board temporarily assumed the responsibilities of OK-Q8 AB’s CEO during 2023.
- ✓ Senior executive role identified: CEO is clearly a senior executive position.
- ✓ Timing/context disclosed: The evidence also states that on March 1, 2024, the Chair was relieved of the temporary CEO responsibility when the new CEO stepped into the position.
- ✓ Directness: The evidence directly addresses the relationship between the Chair role and a senior executive role.",high,60.5,2026-05-12T16:31:14,v2
D035,main,partial,"[Sub-criteria check]
- ✓ Topic-related indicator: The evidence states that among tier 1 suppliers in EcoVadis, no violations of the right to freedom of association and collective bargaining were found.
- ✓ Supplier assessment coverage indicators: The evidence reports assessment coverage for supplier categories, including 100% of logistics suppliers, 65% of liquid fuel suppliers, 68% of solar panel suppliers, 59% of convenience suppliers, and 79% of dry goods suppliers in Sweden.
- ✓ Relevant assessment framework: EcoVadis assesses labour and human rights, ethics, environmental impact, and sustainable procurement.
- ✗ Explicit goals/targets: The evidence does not state specific goals or targets for freedom of association and collective bargaining.
- ✗ Formal progress indicators: The evidence does not clearly define official indicators used to evaluate progress on this material topic.",medium,95.9,2026-05-12T16:32:49,v2
D113,main,no_evidence,"[Sub-criteria check]
- ✗ Gross location-based Scope 2 emissions value: The evidence does not provide a numeric Scope 2 emissions figure in metric tons of CO2e.
- ✓ Unit/methodology context: The evidence states that Scope 2 emissions are presented in tonnes of CO2 equivalent and that CO2 is the gas included.
- ✓ Emission factor sources: The evidence identifies country-specific sources used to calculate emissions.
- ✗ Direct requirement coverage: Methodological notes and emission factor sources do not substitute for the required gross location-based Scope 2 emissions amount.",high,34.1,2026-05-12T16:33:24,v2
D064,main,partial,"[Sub-criteria check]
- ✓ Some goals/targets mentioned: The evidence refers to alignment with the UAE Net Zero by 2050 target and a commitment to reduce GHG emissions in line with international standards.
- ✓ Some progress indicator: The evidence reports that the share of natural gas in overall working interest production increased from 63% to 69%.
- ✓ Strategic transition areas: The evidence identifies strategic growth pillars such as natural gas, geothermal energy, CCUS, and blue hydrogen.
- ✗ Specific company targets: The evidence does not provide clear company-specific targets, such as quantified emissions reduction targets, baseline year, target year, or scope-specific targets.
- ✗ Indicators used to evaluate progress: The evidence does not clearly define formal KPIs or indicators used to evaluate progress on Climate Change & Energy Transition.",high,52.7,2026-05-12T16:34:16,v2
